edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
1992,movie,9 years of awarded movies,,STREET TRASH,Jim Muro,1986,USA,,,"Mike Lackey, Bill Chepil, Vic Noto",,,,,,,91',"Comedy, Horror ",,,https://www.imdb.com/title/tt0094057/?ref_=nv_sr_srsg_0,,,,,
1992,movie,9 years of awarded movies,,VIDEODROME,David Cronenberg,1982,Canada,,,"James Woods, Debbie Harry, Sonja Smits",,,,,,,87',"Horror, Science-Fiction, Thriller",,,https://www.imdb.com/title/tt0086541/?ref_=nv_sr_srsg_0,,,,,
1992,movie,9 years of awarded movies,,WARLOCK,Steve Miner,1989,USA,,,"Julian Sands, Lori Singer, Richard E. Grant",,,,,,,103',"Action, Fantasy, Horror",,,https://www.imdb.com/title/tt0098622/?ref_=nv_sr_srsg_0,,,,,
1992,movie,9 years of awarded movies,,WAXWORK,Anthony Hickox,1988,USA,,,"Zach Galligan, Deborah Foreman, Jennifer Bassey",,,,,,,95',"Comedy, Horror",,,https://www.imdb.com/title/tt0096426/?ref_=nv_sr_srsg_0,,,,,
1992,guest,Guest of honor,,,"James, Coburn",,USA,,,,,,,,,,,,Actor,,https://www.imdb.com/name/nm0000336/?ref_=nv_sr_srsg_0,,,,,
1992,guest,Guest of honor,,,"Freddie, Francis",,UK,,,,,,,,,,,,Director,,https://www.imdb.com/name/nm0005711/?ref_=nv_sr_srsg_0,,,,,
1992,guest,Guest of honor,,,"Anthony, Perkins",,USA,,,,,,,,,,,,Actor,,https://www.imdb.com/name/nm0000578/?ref_=nv_sr_srsg_0,,,,,
1992,guest,Guest of honor,,,"Nicholas, Meyer",,USA,,,,,,,,,,,,writer,,https://www.imdb.com/name/nm0583292/?ref_=nv_sr_srsg_0,,,,,
1992,guest,President,,International Competition,"Lewis, Gilbert",,UK,,,,,,,,,,,,Director,,https://www.imdb.com/name/nm0318150/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,International Competition,"David, Blyth",,New Zealand,,,,,,,,,,,,Director,,https://www.imdb.com/name/nm0090013/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,International Competition,"Stijn, Coninx",,Belgium,,,,,,,,,,,,Director,,https://www.imdb.com/name/nm0174659/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,European short film competition,"Jacqueline, Rizkallah",,Belgium,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,European short film competition,"Frank, Boel",,Belgium,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,European short film competition,"William, Harpur",,Belgium,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,European short film competition,"Michael, Spitzer",,Belgium,,,,,,,,,,,,Director,,https://www.imdb.com/name/nm10639613/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,European short film competition,"Michel, Schopfer",,Belgium,,,,,,,,,,,,Producer,,https://www.imdb.com/name/nm1277375/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,European short film competition,"Andreas, Antoniades",,Belgium,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,European short film competition,"Kerstin, Allroth",,Belgium,,,,,,,,,,,,,,https://www.imdb.com/name/nm1414873/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,European short film competition,"Luisa, Calado",,Belgium,,,,,,,,,,,,Producer,,https://www.imdb.com/name/nm1278756/?ref_=nv_sr_srsg_7,,,,,
1992,guest,jury,,Make Up Contest,"Benoit, Lestang",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm0504405/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,Make Up Contest,"Jean-Pierre, Finotto",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm0278341/?ref_=fn_al_nm_1,,,,,
1992,guest,jury,,Make Up Contest,"Jo, Avonstond",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm3568620/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,Make Up Contest,"Patrick, Parmentier",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,Make Up Contest,"Didier, Limon",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,Make Up Contest,"Françoise, Pecquereau",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,Make Up Contest,"Madeleine, Guillot-Pingue",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,International Body Painting Contest,"Lloyd, Kaufman",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm0442207/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,International Body Painting Contest,"Jean-Pierre, Finotto",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm0278341/?ref_=nv_sr_srsg_1,,,,,
1992,guest,jury,,International Body Painting Contest,"Claude, Giordano",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm2978527/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,International Body Painting Contest,"Jos, Brands",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,International Body Painting Contest,"Claude, Bouquillon",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,International Body Painting Contest,"Jean-Pierre, Vasseur",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,International Body Painting Contest,"Claude, Darras",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm1957706/?ref_=nv_sr_srsg_0,,,,,
1992,guest,jury,,International Body Painting Contest,"Luc, Van Canegem",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,International Body Painting Contest,"Patrick, Parmentier",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,International Body Painting Contest,"Alain, Van Helleputte",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,International Body Painting Contest,"Madame, Janssens",,,,,,,,,,,,,,,,,,,,,
1992,guest,jury,,International Body Painting Contest,"Monsieur, Claeys",,,,,,,,,,,,,,,,,,,,,
1992,guest,movie,,,"Dominique, Sanda",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm0761212/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,STAR TREK 6 : THE UNDISCOVER COUNTRY,"Nicholas, Meyer",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm0583292/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,A DEMON IN MY VIEW,"Anthony, Perkins",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm0000578/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,CAPE FEAR,"Freddie, Francis",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm0005711/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,LOOKER,"James, Coburn",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm0000336/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,A DEMON IN MY VIEW,"Petra, Haffter",,Germany,,,,,,,,,,,,Director,,https://www.imdb.com/name/nm0353135/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,COLD HEAVEN,"Nicolas, Roeg",,UK,,,,,,,,,,,,Director,,https://www.imdb.com/name/nm0001676/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,,"Theresa, Russell",,USA,,,,,,,,,,,,Actress,,https://www.imdb.com/name/nm0000622/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,AU PAIR; TIMESCAPE,"Nicholas, Guest",,USA,,,,,,,,,,,,Actor,,https://www.imdb.com/name/nm0346415/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,TIMESCAPE,"Pamela, Guest",,USA,,,,,,,,,,,,Actress,,https://www.imdb.com/name/nm0346416/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,,"Lloyd, Kaufman",,,,,,,,,,,,,,,,https://www.imdb.com/name/nm0442207/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,FOR BETTER AND FOR WORSE,"Clive, Donner",,UK,,,,,,,,,,,,Director,,https://www.imdb.com/name/nm0232795/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,,"Benoit, Lestang",,France,,,,,,,,,,,,Make-Up Department,,https://www.imdb.com/name/nm0504405/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,LIEBESTRAUM,"Mike, Figgis",,UK,,,,,,,,,,,,Director,,https://www.imdb.com/name/nm0001214/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,LUNATICS : A LOVE STORY,"Theodore, Raimi",,USA,,,,,,,,,,,,Actor,,https://www.imdb.com/name/nm0001646/?ref_=nv_sr_srsg_0,,,,,
1992,guest,movie,,TETSUO 2,"Shinya, Tsukamoto",,Japan,,,,,,,,,,,,Director,,https://www.imdb.com/name/nm0875354/?ref_=nv_sr_srsg_0,,,,,
1992,palmares,Golden Raven,winner,TIMESCAPE,David N. Twohy,1991,USA,BELGIAN,International Competition,,,,,,,,99',"Mystery, Science-Fiction",,,https://www.imdb.com/title/tt0104362/?ref_=nm_flmg_wr_23,,,,,
1992,palmares,Silver Raven,,HIGHWAY TO HELL,Ate De Jong,1990,USA,BELGIAN,International Competition,,,,,,,,94',"Adventure, Comedy, Fantasy",,,https://www.imdb.com/title/tt0104418/?ref_=nv_sr_srsg_0,,,,,
1992,palmares,Silver Raven,,TETSUO I : THE IRON MAN,Shinya Tsukamoto,1989,Japan,BELGIAN,International Competition,,,,,,,,67',"Fantasy, Horror, Science-Fiction",,,https://www.imdb.com/title/tt0096251/?ref_=nv_sr_srsg_0,,,,,
1992,palmares,Audience Award,winner,THE PEOPLE UNDER THE STAIRS,Wes Craven,1991,USA,EUROPEAN,,,,,,,,,102',"Comedy, Horror, Mystery",,,https://www.imdb.com/title/tt0105121/?ref_=nv_sr_srsg_0,,,,,
1992,palmares,Prize of the European Television Stations,winner,L'ENCADRE,Manuel Gomez,1991,Belgium,,European short film competition,,,,,,,,,,,,,,,,,
1992,palmares,Audience Award,,IMPACTS,Rémy Giordano,1991,France,,European short film competition,,,,,,,,9',,,,https://www.imdb.com/title/tt0285615/?ref_=nm_ov_bio_lk1,,,,,
1992,location,,,AUDITORIUM PASSAGE 44,,,,,,,,,,,,,,,,,,,,,,
1992,edition,Poster,,,"Hergé,",,,,"Considered by all as the «pope
of the clear line», much of
Hergé’s stories flirt outrageously with
the Fantastic and with
Sciencefiction, fields that, at first
sight, are not so «clear». The
adventures of «Tintin» are genuine
Hitchcock thrillers, liberally
sprinkled with the fantastic, and
the macabre,
«Jo et Zette» are unceasingly
exposed to sadistic and mad
scientists, while «Quick et Flupke» rub
shoulders almost daily with phantoms as well as with
the monster of Loch Ness.",,,,,,,,,,,,,,,,,
1992,edition,"Edito, Edito 1992",,Edito 1992,,,,,,,,,,,,,,,,,,,,,,
1992,event,"Fantastic Night, 10th Fantastic Night",,10th Fantastic Night,,,,,,,,,,,,,,,,,,,,,,
1992,event,"Make Up, 9th Make Up Contest",,9th Make Up Contest,,,,,,,,,,,,,,,,,,,,,,
1992,event,"Body Painting, 5th International Body Painting Contest",,5th International Body Painting Contest,,,,,,,,,,,,,,,,,,,,,,
1992,event,Vampire Ball,,6th Vampire Ball,,,,,,,,,,,,,,,,,,,,,,
1992,event,Kids Day,,,,,,,,,,,,,,,,,,,,,,,,
1992,event,"Hommage, Hommage to James Coburn",,Hommage to James Coburn,,,,,"In 1973 Raoul Ruiz exchanges Chile for Paris, where his style suddenly turns towards fantasy. His films follow labyrinthine plot lines and inventively display a powerful feeling of displacement. For the viewer this results in feelings of disorientation, enhanced by Ruiz’s generous images and favoured by intelligent editing. Cinema Nova presents a small selection from the vast body of work that Ruiz has produced over the years : the enigmatic thriller The Hypothesis of the Stolen Painting (1978), The Territory (1981, co-produced by Roger Corman ), Treasure Island (1985) and Fado majeur et mineur (1993).",,,,,,,,,,,,,,,,,
1992,event,"Focus, Special Youth - ""Aroma di Troma""",,"Special Youth - ""Aroma di Troma""",,,,,,,,,,,,,,,,,,,,,,
1992,event,"Retrospective, 9 years of awarded movies",,9 years of awarded movies,,,,,,,,,,,,,,,,,,,,,,
1992,event,"Focus, The New-Zealand Cinema",,The New-Zealand Cinema,,,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,"Fantastic ""Reflex""","Marc, Bo",,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,"Fantastic ""Reflex""","Didier, Develter",,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,"Fantastic ""Reflex""","Robert, Vanden Nest",,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,"Fantastic ""Reflex""","Jean-Michel, Vlaeminckx",,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,Vente aux enchères d'affiches fantastiques,,,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,,"Ahmed, Bakkali",,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,,Mc Decloedt,,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,,"Hedwige, Debroux",,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,,"Thierry, Gillet",,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,,"Patrick, de Froidmont",,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,,"Dany, Tulkens",,,,,,,,,,,,,,,,,,,,,
1992,event,Art Exhibition,,,"Jef, Bertels",,,,,,,,,,,,,,,,,,,,,
